eng,nupe
 Verily the transposing of a prohibited month is an addition to Unbelief the Unbelievers are led to wrong thereby for they make it lawful one year and forbidden another year in order to adjust the number of months forbidden by Allah and make such forbidden ones lawful The evil of their course seems pleasing to them But Allah guideth not those who reject Faith,Hakika de lila-lo yegboro yan Etswa Alfurma Na ye jin na bibe uyio dan mini kafirincio be wun ciny ma zanazhiajin kafirinci na elaagbin ke eko wangi lugwa ela etswa laazhe halali eya-ndoci eyandoci ma uulaazhe haramu ebo de ala emiguna laadan lisafi yane tswa na Soko lazhe haramu nao Ajin afe la yan-na Sokoa la jin haramu na aulazhe halali A etun dedezhi panin fia Soko mae la kafirizhi ke ekoa
 O ye who believe! what is the matter with you that when ye are asked to go forth in the cause of Allah ye cling heavily to the earth Do ye prefer the life of this world to the Hereafter But little is the comfort of this life as compared with the Hereafter,Ya ye nazhia imani jin na! kii jin ye yeo kandondo na aga gan ye gan E nakin gun kun ta eti ekpa Soko na ye ajin yea nakanzhi lukpin kpe eti kinbo nao Kashi ye-yea ye dajin be eman edunfe izhe agan yan Efo zobaa Edunfe izhe ma ufe yandondo dan mini eku boa sai de te tengi
 Unless ye go forth He will punish you with a grievous penalty and put others in your place but Him ye would not harm in the least For Allah hath power over all things,Kagan ye dzu tinya da gunkuna Sokoa jine azaba na tan na uma gaa egwa-san laadane be jamaa ndocizhi na jin ye yana kinigibae bo ye maa la egun ndondo tsou woa Soko ma Etsu uyio na de kagbo ta eti yan dondo na
If ye help not your leader it is no matter for Allah did indeed help him when the Unbelievers drove him out he had no more than one companion they two were in the cave and he said to his companion Have no fear for Allah is with us then Allah sent down His peace upon him and strengthened him with forces which ye saw not and humbled to the depths the word of the Unbelievers But the word of Allah is exalted to the heights for Allah is Exalted in might Wise,Ka-gan ye jinu taimakoa to hakika Sokouujin taimako ni kamina kafiri zhi nyanu dzun tinya uma yi zabaci yan zaguba kamina afi mini kpankoro na kamina ufe gan be masoyiu yin na ga nyinyangban ma hakika Soko danbo be yi yin Soko cia yangban shi cin bea yau uci jinu taimako be ekun gunci zhi na ye lea yea na ucia kalma yan kafiri zhi laagba ci takotako kalma yan Soko ma ugayi elatu cio Soko ma Etsu zankpe uyio Etsu hikima uyio
 Go ye forth whether equipped lightly or heavily and strive and struggle with your goods and your persons in the cause of Allah That is best for you if ye but knew,Yea nakin da ekunda kamina ka ya kun-yezhi ga yi finfanci na to kamin uga lukpin na ye mae jin jihadi be dukiya yezhi to be rayi yezhi dan mini eko Soko Wunci ga yi alheri ya yeyeo ye gafe zanazhi de kpikpe na
If there had been immediate gain in sight and the journey easy they would all without doubt have followed thee but the distance was long and weighed on them They would indeed swear by Allah If we only could we should certainly have come out with you They would destroy their own souls for Allah doth know that they are certainly lying,Daaci gan ele na dan jihadio na u tso-tso ba ezan da na ma danbo na wunayi finfan ci uyio ekun dondoa aga mitu wyoe ammade wahala na danbo na wuna lokpa fia Amaafe zhi kuti be Sokoe Daaci gan yi de kafa de da yi ga tinya gan ni be ye yin Ejin titacina ci hallaka jin be kutizhi yan ganmanae Sokoma yi be kpi kpe ke de hakika ganmana zun ci zhi ayio na
 Allah give thee grace! why didst thou grant them until those who told the truth were seen by thee in a clear light and thou hadst proved the liars,Soko fa be lefi wyo-yin Kiila wyo ci yaa izini edun feo Har sia de eza gaskiya zhi gaa tula wyo cia ganmana zun ci zhi kpe ye
Allah give thee grace! why didst thou grant them until those who told the truth were seen by thee in a clear light and thou hadst proved the liars,Soko fa be lefi wyo-yin Kiila wyo ci yaa izini edun feo Har sia de eza gaskiya zhi gaa tula wyo cia ganmana zun ci zhi kpe ye
Those who believe in Allah and the Last Day ask thee for no exemption from fighting with their goods and persons And Allah knoweth well those who do their duty,Zanazhi ga imani jin be Sokoe to be Efo zobae na aa wa izini wyoe ebo aga jin jihadi be dukiyaazhi to be rayia zhi maa Soko ma Etsu kpi kpe uyio yan zanazhi gae tswau amae sundanu nao
 Only those ask thee for exemption who believe not in Allah and the Last Day and whose hearts are in doubt so that they are tossed in their doubts to and fro,Hakika de zanazhi wa izini wyoe gan a ya gunkunana agayi zanazhi jin imani be Sokoe to be efo zoba yinanao yangbanazhi mae jin kelo kezhin acia jin afe jin dalo-dazhin dan mini shakkaabo
If they had intended to come out they would certainly have made some preparation therefor but Allah was averse to their being sent forth so He made them lag behind and they were told Sit ye among those who sit inactive,Daacigan akpakpa gan a kpakpa aatinya lo jihadi daatso ga tattali jin wangi Soko ma navo na anakin na acia ekpin lu laadana edunfeo Aci ganagan Efe fedun ganni be zanazhie fe dun nae
If they had come out with you they would not have added to your strength but only made for disorder hurrying to and fro in your midst and sowing sedition among you and there would have been some among you who would have listened to them But Allah knoweth well those who do wrong,Daaci gan a tin tin ya dan mini yebo daa beye be yandondo yina sai de eyan nyin da amaa dinye be lila-lo yan kulo-kuzhiny tsakaniebo afe wa fitina za ya ye Mini yebo ma tukpashici nazhia da wu yannna danbo Soko ma yi be kpikpe azwalumizhi
 Indeed they had plotted sedition before and upset matters for thee until- the Truth arrived and the Decree of Allah became manifest much to their disgust,Hakika shidzo ba tsozhio a wa fitina za har ma aalamari giye fi dozhi ya ya wyoe har ma gaskiya da be alamari Soko cia tula amaa fe zanazhie navo na
 Among them is many a man who says Grant me exemption and draw me not into trial Have they not fallen into trial already and indeed Hell surrounds the Unbelievers on all sidesAma de dan miniabo naajin ugan gan ,Yami izini edunfe wyo mao ga la fitina tswanmi-maTo ngan a ya gun fitina boani Hakika ma ena yan jahanama ga kafirizhi ma kezhe
,
Say Nothing will happen to us except what Allah has decreed for us He is our protector and on Allah let the Believers put their trustGangan ,Yandondoa tswan yi yia sai de yan na Soko ga ka ya yi na wyunga yi Ndakata yi yio Muminizhi ma alaa kpeatso Soko
Say Can you expect for us any fate other than one of two glorious things- Martyrdom or victory But we can expect for you either that Allah will send his punishment from Himself or by our hands So wait expectant we too will wait with you,Gancin kashi ye tu yandoci ye tu ya yi ban be nini mini bolo bolo gubae nasara ko tsu tsu eri Yi tso mae tu ye ya ye gan Soko ula azaba ndociube tswan ye dagan nkoubo koma be kagbo egwa yi yin To ezhibo fe tu-ye hakika yi tso yi tsoe tu ye ganni be ye yin
Say Spend for the cause willingly or unwillingly not from you will it be accepted for ye are indeed a people rebellious and wicked,Gangan Efe wu dukiya ye zhi ko be banbae yin koma be tiile Soko dea gwo egwa ye boa Hakika ye yeafe jamaa na zhi yi fasiki zhi na
The only reasons why their contributions are not accepted are that they reject Allah and His Messenger that they come to prayer without earnestness and that they offer contributions unwillingly,Uma jin yan-docikan aci gwo dukiya nazhia wu naayina sai de ebona hakika a kafirinci jin be Sokoe to be Tuciuyin na be ma enakin da jin sallaa sai de be nakan gbane a mae wu dukiyaa fi eko Soko boa sai de be nanvoe
Let not their wealth nor their following in sons dazzle thee in reality Allah´s plan is to punish them with these things in this life and that their souls may perish in their very denial of Allah,Ebo acino ga lugwa dukiyaazhi to egiazhi ya wyoe shahawa ma Hakika de Sokoe kpa-kpa gan wyunU lau jina azaba edunfe-izheo rayi azhi maalaa gan bea yin alaali ma ayi kafirizhi
 They swear by Allah that they are indeed of you but they are not of you yet they are afraid to appear in their true colours,Acie zhi kuti be Sokoe kede hakika mini yebo a dano na alaalima ujin mini yebo adana Amaade afe edansunci zhi
 If they could find a place to flee to or caves or a place of concealment they would turn straightaway thereto with an obstinate rush,Agade bandoci de naabici lo na ko ma kpankorozhi ko ma bandoci nada sogun na da aga zheban da ebau acia fe dinye
 And among them are men who slander thee in the matter of the distribution of the alms if they are given part thereof they are pleased but if not behold! they are indignant!,Amade dan miniabo nazhie gan-wyo-yin dan mini gingan sadakazhio na Kamina aga twarya yaa miniubo na afe fa yangban kagan ama twarya yaa dagan miniuboa wyoa leaye aga zhewun
 If only they had been content with what Allah and His Messenger gave them and had said Sufficient unto us is Allah! Allah and His Messenger will soon give us of His bounty to Allah do we turn our hopes! that would have been the right course,Daaci gan a yeda jin jin be yan na Soko be Tuciu yin laayaa na aci gan Sokou kunu keu yayi Soko maa yayi dagan mini arziki ubo to Tuciu da wuna fe alheri yaa gan Hakika yi lo eba Soko tsa yie bavuno
Alms are for the poor and the needy and those employed to administer the funds for those whose hearts have been recently reconciled to Truth for those in bondage and in debt in the cause of Allah and for the wayfarer thus is it ordained by Allah and Allah is full of knowledge and wisdom,Hakika de sadakazhim yan zakka yan talakazhi uyio to eza gwagbagizhi to zanazhie lo tun eti zakkao na to zanazhie taa yangbanzhi na to sisa wuzhi zhi to gbata gicizhi to dan mini ekpa Soko to ezhiloci na dzanna gaagba na Tiile uyio dagan eba Soko Soko ma Etsu kpikpe uyio Etsu hikima uyio
 Among them are men who molest the Prophet and say He is all ear Say He listens to what is best for you he believes in Allah has faith in the Believers and is a Mercy to those of you who believe But those who molest the Messenger will have a grievous penalty,Amade dan miniabo nazhie jin Annabi gun na aciajin afe gangan Tukpa ko uyio wyune shi tukpa ko yan egan ndondo! Gangan  Tukpako yan alheri ya ye wyune jin imani be Sokoe uma yi yegun ya zanazhia imani jin mini yebo na Zanazhi mae jin Tuci Soko gun na azaba na tan na gaajin tabbata yaa
 To you they swear by Allah In order to please you But it is more fitting that they should please Allah and His Messenger if they are Believers,Ajin Afe zhi kuti yaye ebo ade baade yade ye Soko be Tuciu yin ma aga -- yin na awa yedaa nao wunayi Muminizhi ayio na
 Know they not that for those who oppose Allah and His Messenger is the Fire of Hell- wherein they shall dwell That is the supreme disgrace,Kashi a kpe kpea kede zandondo na gae le Soko ba be Tuciu yin na kede hakika ena jahannama gaajin tabbata ya wyuna Bagabo amaafi tutunyino Wuncin ma zunye sun uyio na gbota na
 The Hypocrites are afraid lest a Sura should be sent down about them showing them what is really passing in their hearts Say Mock ye! But verily Allah will bring to light all that ye fear should be revealed,Munafukizhie sundan naacin sura ndoci be etiabo naa yaa labari yan yannazhi fi yangbanazhio na Gangan Efe lamide hakika Soko ga yan na ye sundan na laa tinya
If thou dost question them they declare with emphasis We were only talking idly and in play Say Was it at Allah and His Signs and His Messenger that ye were mocking,Hakika ma wyo ga gbinagan ki-egan dan zunma bo agangan Hakika de yie ba zayiba yicie dzodzo Gangan Ngba Soko be ayauzhi be Tuciu yin ga ye ela mio
If thou dost question them they declare with emphasis We were only talking idly and in play Say Was it at Allah and His Signs and His Messenger that ye were mocking,Hakika ma wyo ga gbinagan ki-egan dan zunma bo agangan Hakika de yie ba zayiba yicie dzodzo Gangan Ngba Soko be ayauzhi be Tuciu yin ga ye ela mio
 Make ye no excuses ye have rejected Faith after ye had accepted it If We pardon some of you We will punish others amongst you for that they are in sin,Ega ta uzuri ndondo ma hakika ye ya ajin kafirinci baci na yea imani jin na Yi ma gaa fa be lefi zandocizhi mini ye bo Yi ga zandocizhi jin azaba ebo na hakika afe le fi jin cizhina
The Hypocrites men and women have an understanding with each other They enjoin evil and forbid what is just and are close with their hands They have forgotten Allah so He hath forgotten them Verily the Hypocrites are rebellious and perverse,Munafuki bagizhi to munafuki yinzagizhi zabadozhi ayio ajin afe jin foro be eyan dede amajin afe kan etun guruzhi acie la egwaazhi wa A Soko batan eboacino Soko cia tso batan ga Hakika munafukizhi agayi fasikizhio
The Hypocrites men and women have an understanding with each other They enjoin evil and forbid what is just and are close with their hands They have forgotten Allah so He hath forgotten them Verily the Hypocrites are rebellious and perverse,Munafuki bagizhi to munafuki yinzagizhi zabadozhi ayio ajin afe jin foro be eyan dede amajin afe kan etun guruzhi acie la egwaazhi wa A Soko batan eboacino Soko cia tso batan ga Hakika munafukizhi agayi fasikizhio
Allah hath promised the Hypocrites men and women and the rejecters of Faith the fire of Hell Therein shall they dwell Sufficient is it for them for them is the curse of Allah and an enduring punishment-,Soko jin munafuki bagizhi to munafuki yinzagizhi to kafirizhi alkawali yan ena jahannama bagabo afio tutun yino Wyun gaa kunakeo Soko maa bo mi azaba na maa fedun na gaajin tabbata yaa
 As in the case of those before you they were mightier than you in power and more flourishing in wealth and children They had their enjoyment of their portion and ye have of yours as did those before you and ye indulge in idle talk as they did They!- their work are fruitless in this world and in the Hereafter and they will lose all spiritual good,Ke kotonci yan zanazhi shi yedzo na agboka gan ye ama de dukiyazhi to egizhi gan ye aci wo ma be raboa yin yetso ma wo ma be rabo ye yin kendo zanazhi shiyedzo na wo ma be raboa yin na yema fe dzo izhe iri kendoe atso dzo izhe na Zawuncinzhi etunazhia gbinya izheo to ekuo zawuncizhi ma agayi eza hasarazhio
Hath not the story reached them of those before them- the People of Noah and ´Ad and Thamud the People of Abraham the men of Midian and the cities overthrown To them came their messengers with clear signs It is not Allah Who wrongs them but they wrong their own souls,Beke labari zanazhi shidzo na be ya aa na jamaa yan Nuhuzhi to Aduzhi to Samuduzhi to jamaa yan Ibrahimazhi to zaba madyana to kin nazhi azhekpe na Tuciazhi be yabe bayanizhi Umajin Soko jina zwaluncia amade atso tsa jin ti tacina zwaluncio
 The Believers men and women are protectors one of another they enjoin what is just and forbid what is evil they observe regular prayers practise regular charity and obey Allah and His Messenger On them will Allah pour His mercy for Allah is Exalted in power Wise,Mumini bagizhi to mumini yinzagizhi sashiazhi masoyizhi ayio ya sashi ejin foro be etun guruzhi a mae kan etu dedezhi amae ku sallah gikini amae wa zakka dukiyaazhi amae gba Soko be Tuciu yin Zawuncin zhi Sokoa gunaye Hakika Soko Etsu zankpe uyio Etsu hikima uyio
Allah hath promised to Believers men and women gardens under which rivers flow to dwell therein and beautiful mansions in gardens of everlasting bliss But the greatest bliss is the good pleasure of Allah that is the supreme felicity,Soko jin mumini bagizhi to mumini yinzagizhi alkawali wyuna laa gandan emi Aljannazhio nazhi sangizhie je fi takoabona amaafibofi tutunyin be edunfe ba managizhi dan mini emi Aljannazhio ganni be yeda jiny dagan eba Soko natso wancin ganna Wuncin ga yi rabo na wancin nao
 O Prophet! strive hard against the unbelievers and the Hypocrites and be firm against them Their abode is Hell- an evil refuge indeed,Ya wyoe Annabi! Gun kafirizhi to munafikizhi kun wyo mao lao kuo gikini beayin be kagboe Ezhekebaa ma uga yi jahannamao Bibi maajin tabbata ya ezhe keba wuncin
They swear by Allah that they said nothing evil but indeed they uttered blasphemy and they did it after accepting Islam and they meditated a plot which they were unable to carry out this revenge of theirs was their only return for the bounty with which Allah and His Messenger had enriched them! If they repent it will be best for them but if they turn back to their evil ways Allah will punish them with a grievous penalty in this life and in the Hereafter They shall have none on earth to protect or help them,Ajin afe zhi kuti be Sokoe ke aganacina na alalima hakika agan gan yan kafirinci amaajin kafirinci baci musulunciabo ama jin kokari dan wiwa yan na ade jin jin wuna na uga yi wuwu nae wagan a wu Annabi nao Haushiama fea saide ebo na Soko be Tuciu yinyaa kunkunke dagan arziki ubo nao To aga tu ba jin wuncinajin alheri yaagan amaga zuma zheta Sokoa jina azaba azaba na tan sarauyin na dan mini izheo to ekuo amaade masoyi ndoci ko taimako jinci ndoci dan mini kin boa
Amongst them are men who made a covenant with Allah that if He bestowed on them of His bounty they would give largely in charity and be truly amongst those who are righteous,A ma de miniabo najin Soko alkawali na Hakika Soko ga twarya yayi dagan mini falalaubo hakika yi yiajin sadaka hakika ma yi gafe da mini zaguruzhio
 But when He did bestow of His bounty they became covetous and turned back from their covenant averse from its fulfilment,Kamina ubea la yaa dagan mini falalaubo na acia yanbotan beuyin acia zunma zheta aciapanya ke shishe alkawali lugwa
 But when He did bestow of His bounty they became covetous and turned back from their covenant averse from its fulfilment,Kamina ubea la yaa dagan mini falalaubo na acia yanbotan beuyin acia zunma zheta aciapanya ke shishe alkawali lugwa
So He hath put as a consequence hypocrisy into their hearts to last till the Day whereon they shall meet Him because they broke their covenant with Allah and because they lied again and again,Ucia zoba alamaria laafe munafinci dan mini yangbanabo har da fo na aga be gun be uyin na ebo lenba yan alkawali naajin Soko na to ganmana nae zun nao
Know they not that Allah doth know their secret thoughts and their secret counsels and that Allah knoweth well all things unseen,Kashi ade kpikpe dea kede hakika Soko yibe kpikpe yan asiriazhi to egan swiswociazhia kede hakikama Soko Etsu kpikpe uyio yan yannazhia swokpata naa
Those who slander such of the believers as give themselves freely to deeds of charity as well as such as can find nothing to give except the fruits of their labour- and throw ridicule on them- Allah will throw back their ridicule on them and they shall have a grievous penalty,Zanazhie gangan dede yan aibi eti zanazhie lo tun alheri mini muminizhio ebo sadaka jino na to zanazhi de yan dondoa saide naaga da jin kokari cide na acie laajin sadaka na gancin acie laa mi Sokoa gaagba be emi laazhi azaba nama tan na wunajin tabbata yaa
 Whether thou ask for their forgiveness or not their sin is unforgivable if thou ask seventy times for their forgiveness Allah will not forgive them because they have rejected Allah and His Messenger and Allah guideth not those who are perversely rebellious,Ka wyo ga ba gafara yaa koma wyo ba gafara yaaye ni uyio ka wyo ga wa gafara yaa zu adwani to Sokoa fa bea yina Ebo na ajin kafirinci be Sokoe to be Tuciu yin Soko mae la fasikizhi ke eko gurua
Those who were left behind in the Tabuk expedition rejoiced in their inaction behind the back of the Messenger of Allah they hated to strive and fight with their goods and their persons in the cause of Allah they said Go not forth in the heat Say The fire of Hell is fiercer in heat If only they could understand!,Zanazhia yadan zunmao na afa yangban be edun naafe zunma yan Tuci Soko na ama navo naajin jihadi be dukiyaazhi to be rayiazhi dan eko Soko na aci gan Ega dzuntinya lo ekunda dan ba nawo yan yigidioma Gangan Ngan ena jahannamam wona gan sarauyin Daaci gan egan gae yea ye na
 Let them laugh a little much will they weep a recompense for the evil that they do,Ebo acino aga man-tsan aman-tsan degi amaa tigi na dokun na wuncin mayi egagba yan woce dede nae ce na
 If then Allah bring thee back to any of them and they ask thy permission to come out with thee say Never shall ye come out with me nor fight an enemy with me for ye preferred to sit inactive on the first occasion Then sit ye now with those who lag behind,To Soko ga bea wyo la zheban da eba jamaa ndocizhi miniabo aci wa izini be wyo yin yan tintinya to gangan yea tinya be mi yina har abada ye maa gun makiri ndondo kun be mi yina Hakika ye yea ye da jin be edunfe ca bae be dzo ebo acino eda fedune be inzagizhi nazhie fe dun zhi zunmao na
Nor do thou ever pray for any of them that dies nor stand at his grave for they rejected Allah and His Messenger and died in a state of perverse rebellion,Wyo mao ga jin sallah ta eti ekun zaeni ndondo nagaa tsu na ma har abada wyo mao ga gikini eba kabari ubo ma Hakika aajin kafirinci be Sokoe to be Tuciu yin amaa tsu alalima ayi fasikizhi
 Nor let their wealth nor their following in sons dazzle thee Allah´s plan is to punish them with these things in this world and that their souls may perish in their very denial of Allah,Dukiyazhi ma to egiazhi aga ya wyoe shaawa ma Hakika de Sokoe kpa kpa gan wyuna jina azaba jin be ayin dan izhe na nao rayiazhi mau laujin hallaka alaalima ayi kafirizhi
When a Sura comes down enjoining them to believe in Allah and to strive and fight along with His Messenger those with wealth and influence among them ask thee for exemption and say Leave us behind we would be with those who sit at home,Gancin ma aga sura cinzhin kede yea imani jin be Sokoe na ye mae jin jihadi ganni be Tuciu yin Zanazhi yi eza bagwozhi miniabo na afe wa izini wyoe acia gangan A yi ya be zanazhi fedun zhizhi nbo na
 They prefer to be with the women who remain behind at home their hearts are sealed and so they understand not,A yeda jin kede a zhia nbo ganni be inzagizhina Acia yangbanzhi te ebo acino eganzhi cie yea bea
 But the Messenger and those who believe with him strive and fight with their wealth and their persons for them are all good things and it is they who will prosper,Ammade Tuci soko to zanazhia imani jin be uyin na ajin jihadi kokari ta eti ekpa Soko be dukiyazhi to rayiazhi Zawuncinzhi yi be egagba yan alherizhi za wuncinzhi ma agayi eza rabozhio
Allah hath prepared for them gardens under which rivers flow to dwell therein that is the supreme felicity,Soko jin shiri yaa yan Aljannazhi na nuwan zhie je fi takoa bo na amaa fibo tutunyin Wuncin ga ma yi rabo na wancin nao
And there were among the desert Arabs also men who made excuses and came to claim exemption and those who were false to Allah and His Messenger merely sat inactive Soon will a grievous penalty seize the Unbelievers among them,Zanazhi yi eza uzurizhi mini za banzunmazhio na cida be ebo ajin izinia yaaa zanazhi ma zunwan ta Soko be Tuciu yin na a feduna zhizhi Be le yin azaba na tanna gaa zanazhi jin kafirinci miniabo nade
There is no blame on those who are infirm or ill or who find no resources to spend on the cause if they are sincere in duty to Allah and His Messenger no ground of complaint can there be against such as do right and Allah is Oft-forgiving Most Merciful,Le fi danbo ta eti eza gbogun zhi boa to guncizhi lefi ma ta eti zanazhi ade yan naawu fi eko Soko onaa aga yanagbanazhi tadzu ebo Soko be Tuciu yin naa Le fi ndondo ma ta eti zanazhie jin bolobolonaa Soko ma Etsu gafara uyio Etsu yegun
Nor is there blame on those who came to thee to be provided with mounts and when thou saidst I can find no mounts for you they turned back their eyes streaming with tears of grief that they had no resources wherewith to provide the expensesLefi ma ta eti zanazhi kamina aga be eba wyoe ebo wyo yola yan Tucizhio yaa wyoci gan Mide yanna mia la ye ta naa acia zheban alaalima eyeazhie ya egiye ebo yangban nyino na ade yandondo naa wu fi eko Soko boa nao,
The ground of complaint is against such as claim exemption while they are rich They prefer to stay with the women who remain behind Allah hath sealed their hearts so they know not What they miss,Hakika lefi ta eti za nazhie wa izini wyoe ebo aga jin jihadi ma alaali ma ayi eza bagwozhi na Acia yeda jin gan a zhizhi nbo be inzagizhi Soko cia haske yangbanazhi ta ebo acino aci de kpikpea
They will present their excuses to you when ye return to them Say thou Present no excuses we shall not believe you Allah hath already informed us of the true state of matters concerning you It is your actions that Allah and His Messenger will observe in the end will ye be brought back to Him Who knoweth what is hidden and what is open then will He show you the truth of all that ye did,Afe la uzuriazhi be eba ye kamina ye ga zheban da tsuna na Gangan yia ya ye gaskiyaa Hakika Soko ya yi labari mini labari yezhi boani Soko maale etun yezhi ye to Tuciu maa le ye Gancin acia la ye zhebanlo eba Etsu na wun kpikpe yan naaswo kpata na to naa tula na Ucia yaye labari yan etun nazhi ye lo pkata na
 They will swear to you by Allah when ye return to them that ye may leave them alone So leave them alone For they are an abomination and Hell is their dwelling-place-a fitting recompense for the evil that they did,Afezhi kuti ya ye be Sokoe kamina ye ga zheban da tsuna na ebode ye lae dzun ganabo to yea dzun ganabo hakika shikan ayio ecin baa ma uga yi jahannamao wuncin ma yi egagba yan woce nazhie ce na
 They will swear unto you that ye may be pleased with them but if ye are pleased with them Allah is not pleased with those who disobey,A fe zhi kuti ya ye ebo de ye la yedae jin bea yin Ka ye ga yeda jin bea yin to hakika Sokoe jin yeda be jamaa nazhi yi fasikizhi naa
They will swear unto you that ye may be pleased with them but if ye are pleased with them Allah is not pleased with those who disobey,A fe zhi kuti ya ye ebo de ye la yedae jin bea yin Ka ye ga yeda jin bea yin to hakika Sokoe jin yeda be jamaa nazhi yi fasikizhi naa
The Arabs of the desert are the worst in Unbelief and hypocrisy and most fitted to be in ignorance of the command which Allah hath sent down to His Messenger But Allah is All-knowing All-Wise,Eza banzunmazhi a gbo ka gan eba kafirinci jiny be munafinci jiny aga ma -- aci yin gano ebo na ade kpikpe yan hukuncizhi na Soko cin be ya Tuciu naa Soko ma Etsu kpikpe uyio Etsu hikima uyio
 Some of the desert Arabs look upon their payments as a fine and watch for disasters for you on them be the disaster of evil for Allah is He That heareth and knoweth all things,Ama de dan mini eza banzunmazhio nazhie le yanna uga wu fi eko Soko na ye ke dashi na acia jin afe wa gan masibazhi alaa cina dan ye cincin yan masibazhi eti atso bo wuna tao Soko ma Etsu kpikpe uyio
 But some of the desert Arabs believe in Allah and the Last Day and look on their payments as pious gifts bringing them nearer to Allah and obtaining the prayers of the Messenger Aye indeed they bring them nearer to Him soon will Allah admit them to His Mercy for Allah is Oft-forgiving Most Merciful,Amade dan mini eza banzunmazhio naa imani jin be Sokoe to be efo zobae na amae la yan nazhi aga wu na ke eyan tsonbazhi na ayio lo eba Soko umayi aduwayan salati ya Tuci Soko na Acin ga gao hakika ugaazhe tsonba yaa be Sokoe Soko magaa la gandan mini yegunubo Hakika Soko Etsu gafara uyio Etsu yegun uyio
The vanguard of Islam- the first of those who forsook their homes and of those who gave them aid and also those who follow them in all good deeds- well-pleased is Allah with them as are they with Him for them hath He prepared gardens under which rivers flow to dwell therein for ever that is the supreme felicity,Zanazhi maa shidzo amayi za mafarizhi mini muhajiruzhio to ansaruzhi na to zanazhi la mitua zunmao be etun wangizhina Sokoa yeda jin bea yin atso maajin beUyin Umajin shiri yaa yan Emi aljannazhi na nuwan zhie je dan takoubo na amaa fi bo fi tutun yin Wuncin ga yi rabo na wancin nao
Certain of the desert Arabs round about you are hypocrites as well as desert Arabs among the Medina folk they are obstinate in hypocrisy thou knowest them not We know them twice shall We punish them and in addition shall they be sent to a grievous penalty,To dagan mini zanazhi maye -- ba mini banzunmacizhio na munafikizhi dan miniabo to mini za zhi-nin yan Madinao zanazhi gi gba ta eti munafuncio na dan bo wyoa kpea yea Yi tsa kpea yeo Bele yin Yia jina azaba zu-guba gancin be acia laa zhebanlo azaba natso wancin na
 Others there are who have acknowledged their wrong-doings they have mixed an act that was good with another that was evil Perhaps Allah will turn unto them in Mercy for Allah is Oft-Forgiving Most Merciful,To ndocizhi ma danbo atsoa ye da jin be lefiazhi a emi --  a etun wangi bokeba be ndoci nayi dede nae Kengi uyio na Sokoagwo tuba jina na Hakika Soko Etsu gafara uyio Etsu yegun uyio
Of their goods take alms that so thou mightest purify and sanctify them and pray on their behalf Verily thy prayers are a source of security for them And Allah is One Who heareth and knoweth-- ,sadaka dagan mini dukiyaazhio wyoolaadi wyo laao tadzu beuyin Wyo mae ba aduwao yaa Hakika aduwa wyo-zhi yangban cin ta uyio Yaao Soko ma Etsu nae wo yandondo na uyio Etsu kpikpe uyio
Know they not that Allah doth accept repentance from His votaries and receives their gifts of charity and that Allah is verily He the Oft-Returning Most Merciful,Kashi akpe-kpe gan Soko ga yi Etsu nae -- tuba dagan eba wuzhiu zhio naa Umae -- to sadakazhia hakika ma soko Etsu Tuba uyio ma uyiaa
And say Work righteousness Soon will Allah observe your work and His Messenger and the Believers Soon will ye be brought back to the knower of what is hidden and what is open then will He show you the truth of all that ye did,Wyo mae gangan Efe lo tun bele yin Sokoa le etune ye to Tuci wuna le ye  to muninizhi gancin ma aga ye laa zheban da eba Etsu na wun kpikpe yan naaso na to naa tula na gancin ucia ya ye labari etun nazhi ye lo na
 There are yet others held in suspense for the command of Allah whether He will punish them or turn in mercy to them and Allah is All-Knowing Wise,To ndocizhi ma danbo nazhi epata ya hukunci Soko eti abona ko uga bau ujina azaba ko ma wyuna bau ujina gafara Soko ma Etsu kpikpe uyio Etsu hikima uyio
And there are those who put up a mosque by way of mischief and infidelity - to disunite the Believers - and in preparation for one who warred against Allah and His Messenger aforetime They will indeed swear that their intention is nothing but good But Allah doth declare that they are certainly liars,Za nazhi maa masallaci la ebo egun jino na be kafirinci be gingan kpere-kpere tsakani musulumizhio na be esobae ya za nazhie gun Soko be Tuciu yin ekun shido batsozhio na hakika ma a fe zhi kuti ganyide kpa yandondoa sai de alheri alali ma sokoe jin ri ke hakika gan mana zuncizhi ayio na
Never stand thou forth therein There is a mosque whose foundation was laid from the first day on piety it is more worthy of the standing forth for prayer therein In it are men who love to be purified and Allah loveth those who make themselves pure,Ga gikini jin salla miniabo ma har abada Hakika masallaci naa tu ta dansun Soko dagan caba efoe na uga -- yin gan na wyoe jin salla dan miniubo nao Miniubo eza bagi ndocizhi danbo nazhie wa lili na hakika ma Soko ajin ufe wa eza lilicizhi
Which then is best - he that layeth his foundation on piety to Allah and His good pleasure - or he that layeth his foundation on an undermined sand-cliff ready to crumble to pieces and it doth crumble to pieces with him into the fire of Hell And Allah guideth not people that do wrong,Ngba za naa eba u tu ta eti dan sun Sokoo be wiwa yan yedau yin na uga de alheri gano-kashi za na la ba tuu ta eti gushe misuno nae wa gan wuna banfi na Ucia banfi be wyun tsoe dan mini ena jahannamao Soko mae la jamaa yan azwalumizhi ke eko gurua
